Snow,,78,0
Ice,,79,0
Snow Block,,80,0
Cactus,,81,0
Clay,,82,0
Sugarcane,,83,0
Jukebox,,84,0
Oak Fence,,85,0
Pumpkin,,86,0
Netherrack,,87,0
Soul Sand,,88,0
Glowstone,,89,0
Nether Portal,,90,0
Jack o'Lantern,,91,0
Cake,,92,0
Redstone Repeater,,93,0
Redstone Repeater,,94,0
White Stained Glass,,95,0
Orange Stained Glass,,95,1
Magenta Stained Glass,,95,2
Light Blue Stained Glass,,95,3
Yellow Stained Glass,,95,4
Lime Stained Glass,,95,5
Pink Stained Glass,,95,6
Gray Stained Glass,,95,7
Light Gray Stained Glass,,95,8
Cyan Stained Glass,,95,9
Purple Stained Glass,,95,10
Blue Stained Glass,,95,11
Brown Stained Glass,,95,12
Green Stained Glass,,95,13
Red Stained Glass,,95,14
Black Stained Glass,,95,15
Wooden Trapdoor,,96,0
Stone Monster Egg,,97,0
Cobblestone Monster Egg,,97,1
Stone Brick Monster Egg,,97,2
Mossy Stone Brick Monster Egg,,97,3
Cracked Stone Brick Monster Egg,,97,4
Chiseled Stone Brick Monster Egg,,97,5
Stone Brick,,98,0
Mossy Stone Brick,,98,1
Cracked Stone Brick,,98,2
Chiseled Stone Brick,,98,3
Brown Mushroom Block,,99,0
Red Mushroom Block,,100,0
Iron Bars,,101,0
Glass Pane,,102,0
Melon,,103,0
Pumpkin Stem,,104,0
Melon Stem,,105,0
Vines,,106,0
Fence Gate,,107,0
Brick Stairs,,108,0
Stone Brick Stairs,,109,0
Mycelium,,110,0
Lily Pad,,111,0
Nether Brick,,112,0
Nether Brick Fence,,113,0
Nether Brick Stairs,,114,0
Nether Wart,,115,0
Enchantment Table,,116,0
Brewing Stand,,117,0
Cauldron,,118,0
Ender Portal,,119,0
Ender Portal Frame,,120,0
End Stone,,121,0
Dragon Egg,,122,0
Redstone Lamp,,123,0
Redstone Lamp,,124,0
Double Oak Wood Slab,,125,0
Double Spruce Wood Slab,,125,1
Double Birch Wood Slab,,125,2
Double Jungle Wood Slab,,125,3
Double Acacia Wood Slab,,125,4
Double Dark Oak Wood Slab,,125,5
Oak Wood Slab,,126,0
Spruce Wood Slab,,126,1
Birch Wood Slab,,126,2
Jungle Wood Slab,,126,3
Acacia Wood Slab,,126,4
Dark Oak Wood Slab,,126,5
Cocoa,,127,0
Sandstone Stairs,,128,0
Emerald Ore,,129,0
Ender Chest,,130,0
Tripwire Hook,,131,0
Tripwire,,132,0
Emerald Block,,133,0
Spruce Wood Stairs,,134,0
Birch Wood Stairs,,135,0
Jungle Wood Stairs,,136,0
Command Block,,137,0
Beacon,,138,0
Cobblestone Wall,,139,0
Mossy Cobblestone Wall,,139,1
Flower Pot,,140,0
Carrot Crop,,141,0
Potato Crop,,142,0
Wooden Button,,143,0
Skull,,144,0
Anvil,,145,0
Trapped Chest,,146,0
Gold Pressure Plate,,147,0
Iron Pressure Plate,,148,0
Redstone Comparator,,149,0
Redstone Comparator,,150,0
Daylight Sensor,,151,0
Redstone Block,,152,0
Nether Quartz Ore,,153,0
Hopper,,154,0
Quartz Block,,155,0
Chiseled Quartz Block,,155,1
Pillar Quartz Block,,155,2
Quartz Stairs,,156,0
Activator Rail,,157,0
Dropper,,158,0
White Terracotta,,159,0
Orange Terracotta,,159,1
Magenta Terracotta,,159,2
Light Blue Terracotta,,159,3
Yellow Terracotta,,159,4
Lime Terracotta,,159,5
Pink Terracotta,,159,6
Gray Terracotta,,159,7
Light Gray Terracotta,,159,8
Cyan Terracotta,,159,9
Purple Terracotta,,159,10
Blue Terracotta,,159,11
Brown Terracotta,,159,12
Green Terracotta,,159,13
Red Terracotta,,159,14
Black Terracotta,,159,15
White Stained Glass Pane,,160,0
Orange Stained Glass Pane,,160,1
Magenta Stained Glass Pane,,160,2
Light Blue Stained Glass Pane,,160,3
Yellow Stained Glass Pane,,160,4
Lime Stained Glass Pane,,160,5
Pink Stained Glass Pane,,160,6
Gray Stained Glass Pane,,160,7
Light Gray Stained Glass Pane,,160,8
Cyan Stained Glass Pane,,160,9
Purple Stained Glass Pane,,160,10
Blue Stained Glass Pane,,160,11
Brown Stained Glass Pane,,160,12
Green Stained Glass Pane,,160,13
Red Stained Glass Pane,,160,14
Black Stained Glass Pane,,160,15
Acacia Leaves,,161,0
Dark Oak Leaves,,161,1
Acacia Wood,,162,0
Dark Oak Wood,,162,1
Acacia Wood Stairs,,163,0
Dark Oak Wood Stairs,,164,0
Slime Block,,165,0
Barrier,,166,0
Iron Trapdoor,,167,0
Prismarine,,168,0
Prismarine Bricks,,168,1
Dark Prismarine,,168,2
Sea Lantern,,169,0
Hay Bale,,170,0
White Carpet,,171,0
Orange Carpet,,171,1
Magenta Carpet,,171,2
Light Blue Carpet,,171,3
Yellow Carpet,,171,4
Lime Carpet,,171,5
Pink Carpet,,171,6
Gray Carpet,,171,7
Light Gray Carpet,,171,8
Cyan Carpet,,171,9
Purple Carpet,,171,10
Blue Carpet,,171,11
Brown Carpet,,171,12
Green Carpet,,171,13
Red Carpet,,171,14
Black Carpet,,171,15
Terracotta,,172,0
Coal Block,,173,0
Packed Ice,,174,0
Sunflower,,175,0
Lilac,,175,1
Double Tallgrass,,175,2
Large Fern,,175,3
Rose Bush,,175,4
Peony,,175,5
Banner,,176,0
Banner,,177,0
Inverted Daylight Sensor,,178,0
Red Sandstone,,179,0
Chiseled Red Sandstone,,179,1
Smooth Red Sandstone,,179,2
Red Sandstone Stairs,,180,0
Double Red Sandstone Slab,,181,0
Red Sandstone Slab,,182,0
Spruce Fence Gate,,183,0
Birch Fence Gate,,184,0
Jungle Fence Gate,,185,0
Dark Oak Fence Gate,,186,0
Acacia Fence Gate,,187,0
Spruce Fence,,188,0
Birch Fence,,189,0
Jungle Fence,,190,0
Dark Oak Fence,,191,0
Acacia Fence,,192,0
Spruce Door,,193,0
Birch Door,,194,0
Jungle Door,,195,0
Acacia Door,,196,0
Dark Oak Door,,197,0
End Rod,,198,0
Chorus Plan,,199,0
Chorus Flower,,200,0
Purpur Block,,201,0
Purpur Pillar,,202,0
Purpur Stairs,,203,0
Purpur Double Slab,,204,0
Purpur Slab,,205,0
End Stone Brick,,206,0
Beetroot,,207,0
Grass Path,,208,0
End Gateway,,209,0
Repeating Command Block,,210,0
Chain Command Block,,211,0
Frosted Ice,,212,0
Magma Block,,213,0
Nether Wart Block,,214,0
Red Nether Brick,,215,0
Bone Block,,216,0
Structure Void,,217,0
Observer,,218,0
White Shulker Box,,219,0
Orange Shulker Box,,220,0
Magenta Shulker Box,,221,0
Light Blue Shulker Box,,222,0
Yellow Shulker Box,,223,0
Lime Shulker Box,,224,0
Pink Shulker Box,,225,0
Gray Shulker Box,,226,0
Light Gray Shulker Box,,227,0
Cyan Shulker Box,,228,0
Purple Shulker Box,,229,0
Blue Shulker Box,,230,0
Brown Shulker Box,,231,0
Green Shulker Box,,232,0
Red Shulker Box,,233,0
Black Shulker Box,,234,0
White Glazed Terracotta,,235,0
Orange Glazed Terracotta,,236,0
Magenta Glazed Terracotta,,237,0
Light Blue Glazed Terracotta,,238,0
Yellow Glazed Terracotta,,239,0
Lime Glazed Terracotta,,240,0
Pink Glazed Terracotta,,241,0
Gray Glazed Terracotta,,242,0
Light Gray Glazed Terracotta,,243,0
Cyan Glazed Terracotta,,244,0
Purple Glazed Terracotta,,245,0
Blue Glazed Terracotta,,246,0
Brown Glazed Terracotta,,247,0
Green Glazed Terracotta,,248,0
Red Glazed Terracotta,,249,0
Black Glazed Terracotta,,250,0
White Concrete,,251,0
Orange Concrete,,251,1
Magenta Concrete,,251,2
Light Blue Concrete,,251,3
Yellow Concrete,,251,4
Lime Concrete,,251,5
Pink Concrete,,251,6
Gray Concrete,,251,7
Light Gray Concrete,,251,8
Cyan Concrete,,251,9
Purple Concrete,,251,10
Blue Concrete,,251,11
Brown Concrete,,251,12
Green Concrete,,251,13
Red Concrete,,251,14
Black Concrete,,251,15
White Concrete Powder,,252,0
Orange Concrete Powder,,252,1
Magenta Concrete Powder,,252,2
Light Blue Concrete Powder,,252,3
Yellow Concrete Powder,,252,4
Lime Concrete Powder,,252,5
Pink Concrete Powder,,252,6
Gray Concrete Powder,,252,7
Light Gray Concrete Powder,,252,8
Cyan Concrete Powder,,252,9
Purple Concrete Powder,,252,10
Blue Concrete Powder,,252,11
Brown Concrete Powder,,252,12
Green Concrete Powder,,252,13
Red Concrete Powder,,252,14
Black Concrete Powder,,252,15
Structure Block,,255,0
Iron Spade,,256,0
Iron Pickaxe,,257,0
Iron Axe,,258,0
Flint and Steel,,259,0
Apple,,260,0
Bow,,261,0
Arrow,,262,0
Coal,,263,0
Charcoal,,263,1
Diamond,,264,0
Iron Ingot,,265,0
Gold Ingot,,266,0
Iron Sword,,267,0
Wood Sword,,268,0
Wood Spade,,269,0
Wood Pickaxe,,270,0
Wood Axe,,271,0
Stone Sword,,272,0
Stone Spade,,273,0
Stone Pickaxe,,274,0
Stone Axe,,275,0
Diamond Sword,,276,0
Diamond Spade,,277,0
Diamond Pickaxe,,278,0
Diamond Axe,,279,0
Stick,,280,0
Bowl,,281,0
Mushroom Soup,,282,0
Gold Sword,,283,0
Gold Spade,,284,0
Gold Pickaxe,,285,0
Gold Axe,,286,0
String,,287,0
Feather,,288,0
Sulphur,,289,0
Wood Hoe,,290,0
Stone Hoe,,291,0
Iron Hoe,,292,0
Diamond Hoe,,293,0
Gold Hoe,,294,0
Seeds,,295,0
Wheat,,296,0
Bread,,297,0
Leather Helmet,,298,0
Leather Chestplate,,299,0
Leather Leggings,,300,0
Leather Boots,,301,0
Chainmail Helmet,,302,0
Chainmail Chestplate,,303,0
Chainmail Leggings,,304,0
Chainmail Boots,,305,0
Iron Helmet,,306,0
Iron Chestplate,,307,0
Iron Leggings,,308,0
Iron Boots,,309,0
Diamond Helmet,,310,0
Diamond Chestplate,,311,0
Diamond Leggings,,312,0
Diamond Boots,,313,0
Gold Helmet,,314,-218
Gold Chestplate,,315,-218
Gold Leggings,,316,-218
Gold Boots,,317,-218
Flint,,318,0
Raw Porkchop,,319,0
Cooked Porkchop,,320,0
Painting,,321,0
Golden Apple,,322,0
Enchanted Golden Apple,,322,1
Sign,,323,0
Oak Door,,324,0
Bucket,,325,0
Water Bucket,,326,0
Lava Bucket,,327,0
Minecart,,328,0
Saddle,,329,0
Iron Door,,330,0
Redstone,,331,0
Snowball,,332,0
Oak Boat,,333,0
Leather,,334,0
Milk Bucket,,335,0
Clay Brick,,336,0
Clay Ball,,337,0
Sugar Cane,,338,0
Paper,,339,0
Book,,340,0
Slime Ball,,341,0
Storage Minecart,,342,0
Powered Minecart,,343,0
Egg,,344,0
Compass,,345,0
Fishing Rod,,346,0
Clock,,347,0
Glowstone Dust,,348,0
Raw Fish,,349,0
Raw Salmon,,349,1
Clownfish,,349,2
Pufferfish,,349,3
Cooked Fish,,350,0
Cooked Salmon,,350,1
Ink Sack,,351,0
Rose Red,,351,1
Cactus Green,,351,2
Cocoa Beans,,351,3
Lapis Lazuli,,351,4
Purple Dye,,351,5
Cyan Dye,,351,6
Light Gray Dye,,351,7
Gray Dye,,351,8
Pink Dye,,351,9
Lime Dye,,351,10
Dandelion Yellow,,351,11
Light Blue Dye,,351,12
Magenta Dye,,351,13
Orange Dye,,351,14
Bone Meal,,351,15
Bone,,352,0
Sugar,,353,0
Cake,,354,0
White Bed,,355,0
Orange Bed,,355,1
Magenta Bed,,355,2
Light Blue Bed,,355,3
Yellow Bed,,355,4
Lime Bed,,355,5
Pink Bed,,355,6
Gray Bed,,355,7
Light Gray Bed,,355,8
Cyan Bed,,355,9
Purple Bed,,355,10
Blue Bed,,355,11
Brown Bed,,355,12
Green Bed,,355,13
Red Bed,,355,14
Black Bed,,355,15
Redstone Repeater,,356,0
Cookie,,357,0
Map,,358,0
Shears,,359,0
Slice of Melon,,360,0
Pumpkin Seeds,,361,0
Melon Seeds,,362,0
Raw Beef,,363,0
Steak,,364,0
Raw Chicken,,365,0
Cooked Chicken,,366,0
Rotten Flesh,,367,0
Ender Pearl,,368,0
Blaze Rod,,369,0
Ghast Tear,,370,0
Gold Nugget,,371,0
Nether Wart,,372,0
Potion,,373,0
Glass Bottle,,374,0
Spider Eye,,375,0
Fermented Spider Eye,,376,0
Blaze Powder,,377,0
Magma Cream,,378,0
Brewing Stand,,379,0
Cauldron,,380,0
Glistering Melon,,382,0
Eye of Ender,,381,0
Spawn Elder Guardian,,383,2
Spawn Wither Skeleton,,383,5
Spawn Stray,,383,6
Spawn Husk,,383,23
Spawn Zombie Villager,,383,27
Spawn Skeleton Horse,,383,28
Spawn Zombie Horse,,383,29
Spawn Donkey,,383,31
Spawn Mule,,383,32
Spawn Evoker,,383,34
Spawn Vex,,383,35
Spawn Vindicator,,383,36
Spawn Creeper,,383,50
Spawn Skeleton,,383,51
Spawn Spider,,383,52
Spawn Zombie,,383,54
Spawn Slime,,383,55
Spawn Ghast,,383,56
Spawn Zombie Pigman,,383,57
Spawn Enderman,,383,58
Spawn Cave Spider,,383,59
Spawn Silverfish,,383,60
Spawn Blaze,,383,61
Spawn Magma Cube,,383,62
Spawn Bat,,383,65
Spawn Witch,,383,66
Spawn Endermite,,383,67
Spawn Guardian,,383,68
Spawn Shulker,,383,69
Spawn Pig,,383,90
Spawn Sheep,,383,91
Spawn Cow,,383,92
Spawn Chicken,,383,93
Spawn Squid,,383,94
Spawn Wolf,,383,95
Spawn Mooshroom,,383,96
Spawn Ocelot,,383,98
Spawn Horse,,383,100
Spawn Rabbit,,383,101
Spawn Polar Bear,,383,102
Spawn Llama,,383,103
Spawn Parrot,,383,105
Spawn Villager,,383,120
Bottle o' Enchanting,,384,0
Fireball,,385,0
Book and Quill,,386,0
Written Book,,387,0
Emerald,,388,0
Item Frame,,389,0
Flower Pot,,390,0
Carrot,,391,0
Potato,,392,0
Baked Potato,,393,0
Poisonous Potato,,394,0
Empty Map,,395,0
Golden Carrot,,396,0
Skeleton Skull,,397,0
Wither Skeleton Skull,,397,1
Zombie Head,,397,2
Player Head,,397,3
Creeper Head,,397,4
Dragon Head,,397,5
Carrot on a Stick,,398,0
Nether Star,,399,0
Pumpkin Pie,,400,0
Firework Rocket,,401,0
Firework Star,,402,0
Enchanted Book,,403,0
Redstone Comparator,,404,0
Nether Brick,,405,0
Nether Quartz,,406,0
TNT Minecart,,407,0
Hopper Minecart,,408,0
Prismarine Shard,,409,0
Prismarine Crystals,,410,0
Raw Rabbit,,411,0
Cooked Rabbit,,412,0
Rabbit Stew,,413,0
Rabbit's Foot,,414,0
Rabbit Hide,,415,0
Armor Stand,,416,0
Iron Horse Armor,,417,0
Gold Horse Armor,,418,0
Diamond Horse Armor,,419,0
Lead,,420,0
Name Tag,,421,0
Minecart with Command Block,,422,0
Raw Mutton,,423,0
Cooked Mutton,,424,0
Black Banner,,425,0
Red Banner,,425,1
Green Banner,,425,2
Brown Banner,,425,3
Blue Banner,,425,4
Purple Banner,,425,5
Cyan Banner,,425,6
Light Gray Banner,,425,7
Gray Banner,,425,8
Pink Banner,,425,9
Lime Banner,,425,10
Yellow Banner,,425,11
Light Blue Banner,,425,12
Magenta Banner,,425,13
Orange Banner,,425,14
White Banner,,425,15
End Crystal,,426,0
Spruce Door,,427,0
Birch Door,,428,0
Jungle Door,,429,0
Acacia Door,,430,0
Dark Oak Door,,431,0
Chorus Fruit,,432,0
Popped Chorus Fruit,,433,0
Beetroot,,434,0
Beetroot Seeds,,435,0
Beetroot Soup,,436,0
Dragon's Breath,,437,0
Splash Potion,,438,0
Spectral Arrow,,439,0
Tipped Arrow,,440,0
Lingering Potion,,441,0
Shield,,442,0
Elytra,,443,0
Spruce Boat,,444,0
Birch Boat,,445,0
Jungle Boat,,446,0
Acacia Boat,,447,0
Dark Oak Boat,,448,0
Totem of Undying,,449,0
Shulker Shell,,450,0
Iron Nugget,,452,0
Knowledge Book,,453,0
13 Disc,,2256,0
Cat Disc,,2257,0
Blocks Disc,,2258,0
Chirp Disc,,2259,0
Far Disc,,2260,0
Mall Disc,,2261,0
Mellohi Disc,,2262,0
Stal Disc,,2263,0
Strad Disc,,2264,0
Ward Disc,,2265,0
11 Disc,,2266,0
Wait Disc,,2267,0
